check type,description,command,count,exact,status,diagnostic,uid,objective,org-name,repo-name,file-name,amount_correct,percentage_score,report_time,fragment,path,language,tag
CountMultipleLineComments,"Create a sufficient number of docstring (i.e., multiple-line) comments in create-dog-with-class.py",,2,false,false,Found 0 comment(s) in the create-dog-with-class.py or the output,nS+BKKonuI3r3x6z9BOXLw==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230707-22,13,59,2023-07-07 14:57:43,,source/create-dog-with-class.py,Python,
CountMultipleLineComments,"Create a sufficient number of docstring (i.e., multiple-line) comments in create-dog-with-class.py",,2,false,false,Found 0 comment(s) in the create-dog-with-class.py or the output,mZPZSbWInH7C7NJAM+UA3w==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230629-00,12,55,,,,Python,
CountFileWords,Write a minimum number of meaningful words in the reflection,,500,false,false,Found 279 word(s) in total of file reflection.md,cZdEgIWQoeIofDdrYH/Afg==,,allegheny-college-sandbox,content-search-Yanqiao4396,hello-action-20230629-00,14,54,,,,,
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,4,false,false,Found 0 tag(s) in the reflection.md file,cZdEgIWQoeIofDdrYH/Afg==,,allegheny-college-sandbox,content-search-Yanqiao4396,hello-action-20230629-00,14,54,,,,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,7,false,false,Found 0 tag(s) in the reflection.md file,33x/IdA+veSNbwwV+sZAeg==,reflection,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,,writing/reflection.md,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,7,false,false,Found 0 tag(s) in the reflection.md file,p5K7+j/WnpdDSeiVoM6iFA==,reflection,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22,24,53,2023-07-07 14:38:25,,writing/reflection.md,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,10,false,false,Found 0 tag(s) in the reflection.md file,33x/IdA+veSNbwwV+sZAeg==,meet minimal,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,,writing/reflection.md,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,3,false,false,Found 0 tag(s) in the reflection.md file,mZPZSbWInH7C7NJAM+UA3w==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230629-00,12,55,,,,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,10,false,false,Found 0 tag(s) in the reflection.md file,2zdwxa4w1RzMTPppmcTgrA==,meet minimal,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-04-01,41,91,2023-07-08 20:01:28,,writing/reflection.md,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,10,false,false,Found 0 tag(s) in the reflection.md file,b6vKWo8XetQV73efl+7ZIA==,meet minimal,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,,writing/reflection.md,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,7,false,false,Found 0 tag(s) in the reflection.md file,2zdwxa4w1RzMTPppmcTgrA==,reflection,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-04-01,41,91,2023-07-08 20:01:28,,writing/reflection.md,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,7,false,false,Found 0 tag(s) in the reflection.md file,b6vKWo8XetQV73efl+7ZIA==,reflection,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,,writing/reflection.md,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,10,false,false,Found 0 tag(s) in the reflection.md file,p5K7+j/WnpdDSeiVoM6iFA==,meet minimal,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22,24,53,2023-07-07 14:38:25,,writing/reflection.md,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,10,false,false,Found 0 tag(s) in the reflection.md file,wC69ew7NwVXVb1dj2hr23w==,meet minimal,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,,writing/reflection.md,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,7,false,false,Found 0 tag(s) in the reflection.md file,wC69ew7NwVXVb1dj2hr23w==,reflection,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,,writing/reflection.md,,code_block
CountMarkdownTags,Confirm that the markdown file has the correct number of fenced code blocks,,3,false,false,Found 0 tag(s) in the reflection.md file,nS+BKKonuI3r3x6z9BOXLw==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230707-22,13,59,2023-07-07 14:57:43,,writing/reflection.md,,code_block
CountSingleLineComments,Create a sufficient number of single-line comments in test_search.py,,5,false,false,Found 0 comment(s) in the test_search.py or the output,cZdEgIWQoeIofDdrYH/Afg==,,allegheny-college-sandbox,content-search-Yanqiao4396,hello-action-20230629-00,14,54,,,,Python,
MatchCommandFragment,Run the fibonaccicreator program and ensure that it produces a correct numerical output label,cd fibonaccicreator && poetry run fibonaccicreator --number 1000 --approach iterativelist,1,false,false,Found 0 fragment(s) in the file or the output while expecting at least 1,wC69ew7NwVXVb1dj2hr23w==,list,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,1000th,,,
MatchCommandFragment,Run the fibonaccicreator program and ensure that it produces a correct numerical output label,cd fibonaccicreator && poetry run fibonaccicreator --number 1000 --approach iterativetuple,1,false,false,Found 0 fragment(s) in the file or the output while expecting at least 1,wC69ew7NwVXVb1dj2hr23w==,tuple,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,1000th,,,
MatchCommandFragment,Run the fibonaccicreator program and ensure that it produces a correct numerical output label,cd fibonaccicreator && poetry run fibonaccicreator --number 1000 --approach iterativetuple,1,false,false,Found 0 fragment(s) in the file or the output while expecting at least 1,b6vKWo8XetQV73efl+7ZIA==,tuple,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,1000th,,,
MatchCommandFragment,Run the fibonaccicreator program and ensure that it produces a correct numerical output label,cd fibonaccicreator && poetry run fibonaccicreator --number 1000 --approach iterativelist,1,false,false,Found 0 fragment(s) in the file or the output while expecting at least 1,p5K7+j/WnpdDSeiVoM6iFA==,list,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22,24,53,2023-07-07 14:38:25,1000th,,,
MatchCommandFragment,Run the fibonaccicreator program and ensure that it produces a correct numerical output label,cd fibonaccicreator && poetry run fibonaccicreator --number 1000 --approach iterativelist,1,false,false,Found 0 fragment(s) in the file or the output while expecting at least 1,33x/IdA+veSNbwwV+sZAeg==,list,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,1000th,,,
MatchCommandFragment,Run the fibonaccicreator program and ensure that it produces a correct numerical output label,cd fibonaccicreator && poetry run fibonaccicreator --number 1000 --approach iterativetuple,1,false,false,Found 0 fragment(s) in the file or the output while expecting at least 1,33x/IdA+veSNbwwV+sZAeg==,tuple,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,1000th,,,
MatchCommandFragment,Run the fibonaccicreator program and ensure that it produces a correct numerical output label,cd fibonaccicreator && poetry run fibonaccicreator --number 1000 --approach iterativetuple,1,false,false,Found 0 fragment(s) in the file or the output while expecting at least 1,p5K7+j/WnpdDSeiVoM6iFA==,tuple,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22,24,53,2023-07-07 14:38:25,1000th,,,
MatchCommandFragment,Run the fibonaccicreator program and ensure that it produces a correct numerical output label,cd fibonaccicreator && poetry run fibonaccicreator --number 1000 --approach iterativelist,1,false,false,Found 0 fragment(s) in the file or the output while expecting at least 1,b6vKWo8XetQV73efl+7ZIA==,list,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,1000th,,,
